session date,observer id,session id,location id,participant id,session start,session end,observer/session/task id,What,Subcategories,start time,end time,total time,[With Whom] Doctor,[With Whom] Nurse,[With Whom] Clerks,[With Whom] Patient Relation Reps,[With Whom] Patient,[With Whom] Relative,[With Whom] Allied Health Professional,[With Whom] Other,[With Whom] No one,[How] Paper Based Record,[How] Desktop Computer,[How] Mobile Computer,[How] Phone,Where,Comments,ended by,active 1,is session complete?,health_professional_desc,total_session,total_session_hms,total_activity,time_slot,task_order,with_whom,how,start_normalized_hms,end_normalized_hms
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_11,In Transit,0,08:20:25,08:20:44,00:00:19,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10172_10181_12,00:00:19,TRUE,Physician,242.36666666666667,00:04:02.366667,0.31666666666666665,morning,11,NA,NA,00:21:45,00:22:04
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_12,Professional Communication,0,08:20:44,08:21:12,00:00:28,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_13,00:00:28,TRUE,Physician,242.36666666666667,00:04:02.366667,0.4666666666666667,morning,12,Doctor,NA,00:22:04,00:22:32
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_13,Documentation,0,08:21:12,08:23:34,00:02:22,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_14,00:02:22,TRUE,Physician,242.36666666666667,00:04:02.366667,2.3666666666666667,morning,13,NA,Paper,00:22:32,00:24:54
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_14,Professional Communication,0,08:23:34,08:23:41,00:00:07,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_15,00:00:07,TRUE,Physician,242.36666666666667,00:04:02.366667,0.11666666666666667,morning,14,Doctor,NA,00:24:54,00:25:01
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_15,Documentation,0,08:23:41,08:24:50,00:01:09,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_16,00:01:09,TRUE,Physician,242.36666666666667,00:04:02.366667,1.15,morning,15,NA,Paper,00:25:01,00:26:10
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_16,In Transit,0,08:24:50,08:25:03,00:00:13,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10172_10181_17,00:00:13,TRUE,Physician,242.36666666666667,00:04:02.366667,0.21666666666666667,morning,16,NA,NA,00:26:10,00:26:23
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_17,Direct Care,Physical Exam/Vitals,08:25:03,08:25:47,00:00:44,0,0,0,0,1,0,0,0,0,0,0,0,0,Treatment Room,0,10172_10181_18,00:00:44,TRUE,Physician,242.36666666666667,00:04:02.366667,0.7333333333333333,morning,17,Patient,NA,00:26:23,00:27:07
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_18,Professional Communication,0,08:25:47,08:26:05,00:00:18,0,1,0,0,0,0,0,0,0,0,0,0,0,Corridors,0,10172_10181_19,00:00:18,TRUE,Physician,242.36666666666667,00:04:02.366667,0.3,morning,18,Nurse,NA,00:27:07,00:27:25
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_19,Documentation,0,08:26:05,08:29:30,00:03:25,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_20,00:03:25,TRUE,Physician,242.36666666666667,00:04:02.366667,3.4166666666666665,morning,19,NA,Paper,00:27:25,00:30:50
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_20,Professional Communication,0,08:29:30,08:29:42,00:00:12,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_21,00:00:12,TRUE,Physician,242.36666666666667,00:04:02.366667,0.2,morning,20,Doctor,NA,00:30:50,00:31:02
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_21,Documentation,0,08:29:42,08:31:16,00:01:34,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_22,00:01:34,TRUE,Physician,242.36666666666667,00:04:02.366667,1.5666666666666667,morning,21,NA,Paper,00:31:02,00:32:36
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_22,Professional Communication,0,08:31:16,08:32:22,00:01:06,0,0,0,1,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_23,00:01:06,TRUE,Physician,242.36666666666667,00:04:02.366667,1.1,morning,22,Patient Relation Reps,NA,00:32:36,00:33:42
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_23,Professional Communication,0,08:32:22,08:32:32,00:00:10,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_24,00:00:10,TRUE,Physician,242.36666666666667,00:04:02.366667,0.16666666666666666,morning,23,Doctor,NA,00:33:42,00:33:52
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_24,Documentation,0,08:32:32,08:34:21,00:01:49,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_25,00:01:49,TRUE,Physician,242.36666666666667,00:04:02.366667,1.8166666666666667,morning,24,NA,Paper,00:33:52,00:35:41
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_25,Professional Communication,0,08:34:21,08:34:50,00:00:29,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_26,00:00:29,TRUE,Physician,242.36666666666667,00:04:02.366667,0.48333333333333334,morning,25,Doctor,NA,00:35:41,00:36:10
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_26,Other,0,08:34:50,08:36:19,00:01:29,0,0,0,0,0,0,0,0,1,0,0,0,0,Doctor/Nurse WorkStation,"Add additional continuation sheet to patients notes
",10172_10181_27,00:01:29,TRUE,Physician,242.36666666666667,00:04:02.366667,1.4833333333333334,morning,26,NA,NA,00:36:10,00:37:39
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_27,Professional Communication,0,08:36:19,08:36:30,00:00:11,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_28,00:00:11,TRUE,Physician,242.36666666666667,00:04:02.366667,0.18333333333333332,morning,27,Doctor,NA,00:37:39,00:37:50
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_28,Documentation,0,08:36:30,08:40:39,00:04:09,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_29,00:04:09,TRUE,Physician,242.36666666666667,00:04:02.366667,4.15,morning,28,NA,Paper,00:37:50,00:41:59
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_29,Professional Communication,0,08:40:39,08:40:47,00:00:08,0,0,0,0,0,0,0,1,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_30,00:00:08,TRUE,Physician,242.36666666666667,00:04:02.366667,0.13333333333333333,morning,29,Other,NA,00:41:59,00:42:07
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_30,Professional Communication,0,08:40:47,08:47:12,00:06:25,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_31,00:06:25,TRUE,Physician,242.36666666666667,00:04:02.366667,6.416666666666667,morning,30,Doctor,NA,00:42:07,00:48:32
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_31,Professional Communication,0,08:47:12,08:47:20,00:00:08,0,1,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_32,00:00:08,TRUE,Physician,242.36666666666667,00:04:02.366667,0.13333333333333333,morning,31,Nurse,NA,00:48:32,00:48:40
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_32,Professional Communication,0,08:47:20,08:49:38,00:02:18,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_33,00:02:18,TRUE,Physician,242.36666666666667,00:04:02.366667,2.3,morning,32,Doctor,NA,00:48:40,00:50:58
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_33,Documentation,0,08:49:38,08:50:17,00:00:39,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_34,00:00:39,TRUE,Physician,242.36666666666667,00:04:02.366667,0.65,morning,33,Doctor,NA,00:50:58,00:51:37
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_34,Professional Communication,0,08:50:17,08:52:28,00:02:11,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_35,00:02:11,TRUE,Physician,242.36666666666667,00:04:02.366667,2.183333333333333,morning,34,Doctor,NA,00:51:37,00:53:48
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_35,Documentation,0,08:52:28,08:52:39,00:00:11,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_36,00:00:11,TRUE,Physician,242.36666666666667,00:04:02.366667,0.18333333333333332,morning,35,Doctor,NA,00:53:48,00:53:59
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_36,Professional Communication,0,08:52:39,08:54:41,00:02:02,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_37,00:02:02,TRUE,Physician,242.36666666666667,00:04:02.366667,2.033333333333333,morning,36,Doctor,NA,00:53:59,00:56:01
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_37,Documentation,0,08:54:41,08:56:36,00:01:55,0,0,0,0,0,0,0,0,1,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_38,00:01:55,TRUE,Physician,242.36666666666667,00:04:02.366667,1.9166666666666667,morning,37,NA,NA,00:56:01,00:57:56
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_38,In Transit,0,08:56:36,08:56:47,00:00:11,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10172_10181_39,00:00:11,TRUE,Physician,242.36666666666667,00:04:02.366667,0.18333333333333332,morning,38,NA,NA,00:57:56,00:58:07
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_39,Direct Care,Patient Communication,08:56:47,08:57:04,00:00:17,0,0,0,0,1,0,0,0,0,0,0,0,0,Treatment Room,0,10172_10181_40,00:00:17,TRUE,Physician,242.36666666666667,00:04:02.366667,0.2833333333333333,morning,39,Patient,NA,00:58:07,00:58:24
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_40,Professional Communication,0,08:57:04,08:57:19,00:00:15,0,0,0,0,0,0,1,0,0,0,0,0,0,Corridors,0,10172_10181_41,00:00:15,TRUE,Physician,242.36666666666667,00:04:02.366667,0.25,morning,40,Allied Health Professional,NA,00:58:24,00:58:39
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_41,In Transit,0,08:57:19,08:57:45,00:00:26,0,0,0,0,1,0,0,0,0,0,0,0,0,Corridors,0,10172_10181_42,00:00:26,TRUE,Physician,242.36666666666667,00:04:02.366667,0.43333333333333335,morning,41,Patient,NA,00:58:39,00:59:05
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_42,Direct Care,Other Direct Care,08:57:45,08:58:57,00:01:12,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,Prepare procedure,10172_10181_43,00:01:12,TRUE,Physician,242.36666666666667,00:04:02.366667,1.2,morning,42,Patient,NA,00:59:05,01:00:17
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_43,In Transit,0,08:58:57,08:59:02,00:00:05,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10172_10181_44,00:00:05,TRUE,Physician,242.36666666666667,00:04:02.366667,0.08333333333333333,morning,43,NA,NA,01:00:17,01:00:22
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_44,Direct Care,Other Direct Care,08:59:02,09:05:41,00:06:39,0,1,0,0,0,0,0,0,1,0,0,0,0,Other,Resuscitation room used to run I STAT,10172_10181_45,00:06:39,TRUE,Physician,242.36666666666667,00:04:02.366667,6.65,morning,44,Nurse,NA,01:00:22,01:07:01
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_45,Direct Care,Procedure,09:05:41,09:09:15,00:03:34,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,Privacy required,10172_10181_46,00:03:34,TRUE,Physician,242.36666666666667,00:04:02.366667,3.566666666666667,morning,45,Patient,NA,01:07:01,01:10:35
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_46,Direct Care,Medical History,09:09:15,09:09:33,00:00:18,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,0,10172_10181_47,00:00:18,TRUE,Physician,242.36666666666667,00:04:02.366667,0.3,morning,46,Patient,NA,01:10:35,01:10:53
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_47,In Transit,0,09:09:33,09:09:50,00:00:17,0,0,0,0,1,0,0,0,0,0,0,0,0,Corridors,0,10172_10181_48,00:00:17,TRUE,Physician,242.36666666666667,00:04:02.366667,0.2833333333333333,morning,47,Patient,NA,01:10:53,01:11:10
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_48,In Transit,0,09:09:50,09:10:58,00:01:08,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10172_10181_49,00:01:08,TRUE,Physician,242.36666666666667,00:04:02.366667,1.1333333333333333,morning,48,NA,NA,01:11:10,01:12:18
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_49,Indirect Care,Check Test Results,09:10:58,09:11:23,00:00:25,0,0,0,0,0,0,0,0,1,0,0,0,0,Other,0,10172_10181_50,00:00:25,TRUE,Physician,242.36666666666667,00:04:02.366667,0.4166666666666667,morning,49,NA,NA,01:12:18,01:12:43
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_50,Documentation,0,09:11:23,09:12:35,00:01:12,0,0,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10181_51,00:01:12,TRUE,Physician,242.36666666666667,00:04:02.366667,1.2,morning,50,NA,Paper,01:12:43,01:13:55
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_51,In Transit,0,09:12:35,09:13:01,00:00:26,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10172_10181_52,00:00:26,TRUE,Physician,242.36666666666667,00:04:02.366667,0.43333333333333335,morning,51,NA,NA,01:13:55,01:14:21
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_52,Professional Communication,0,09:13:01,09:16:03,00:03:02,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_53,00:03:02,TRUE,Physician,242.36666666666667,00:04:02.366667,3.033333333333333,morning,52,Doctor,NA,01:14:21,01:17:23
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_53,Professional Communication,0,09:16:03,09:16:22,00:00:19,0,1,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_54,00:00:19,TRUE,Physician,242.36666666666667,00:04:02.366667,0.31666666666666665,morning,53,Nurse,NA,01:17:23,01:17:42
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_54,Documentation,0,09:16:22,09:17:30,00:01:08,0,0,0,0,0,0,0,0,1,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_55,00:01:08,TRUE,Physician,242.36666666666667,00:04:02.366667,1.1333333333333333,morning,54,NA,NA,01:17:42,01:18:50
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_55,Documentation,0,09:17:30,09:18:06,00:00:36,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_56,00:00:36,TRUE,Physician,242.36666666666667,00:04:02.366667,0.6,morning,55,NA,Paper,01:18:50,01:19:26
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_56,Indirect Care,"Request Tests (Lab, Img, etc)",09:18:06,09:21:16,00:03:10,0,0,0,0,0,0,0,0,1,0,1,0,0,Doctor/Nurse WorkStation,0,10172_10181_57,00:03:10,TRUE,Physician,242.36666666666667,00:04:02.366667,3.1666666666666665,morning,56,NA,Desktop Computer,01:19:26,01:22:36
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_57,Professional Communication,0,09:21:16,09:21:41,00:00:25,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_58,00:00:25,TRUE,Physician,242.36666666666667,00:04:02.366667,0.4166666666666667,morning,57,Doctor,NA,01:22:36,01:23:01
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_58,In Transit,0,09:21:41,09:22:04,00:00:23,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10172_10181_59,00:00:23,TRUE,Physician,242.36666666666667,00:04:02.366667,0.38333333333333336,morning,58,NA,NA,01:23:01,01:23:24
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_59,Direct Care,Other Direct Care,09:22:04,09:24:14,00:02:10,1,0,0,0,1,0,0,1,0,0,0,0,0,Treatment Room,Assisted with log roll,10172_10181_60,00:02:10,TRUE,Physician,242.36666666666667,00:04:02.366667,2.1666666666666665,morning,59,"Doctor, Patient, Other",NA,01:23:24,01:25:34
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_60,In Transit,0,09:24:14,09:24:23,00:00:09,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10172_10181_61,00:00:09,TRUE,Physician,242.36666666666667,00:04:02.366667,0.15,morning,60,NA,NA,01:25:34,01:25:43
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_61,Professional Communication,0,09:24:23,09:24:34,00:00:11,0,1,0,0,0,0,0,0,0,0,0,0,0,Corridors,0,10172_10181_62,00:00:11,TRUE,Physician,242.36666666666667,00:04:02.366667,0.18333333333333332,morning,61,Nurse,NA,01:25:43,01:25:54
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_62,Documentation,0,09:24:34,09:25:05,00:00:31,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_63,00:00:31,TRUE,Physician,242.36666666666667,00:04:02.366667,0.5166666666666667,morning,62,NA,Paper,01:25:54,01:26:25
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_63,Professional Communication,0,09:25:05,09:25:19,00:00:14,0,1,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_64,00:00:14,TRUE,Physician,242.36666666666667,00:04:02.366667,0.23333333333333334,morning,63,Nurse,NA,01:26:25,01:26:39
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_64,Indirect Care,"Request Tests (Lab, Img, etc)",09:25:19,09:27:40,00:02:21,0,0,0,0,0,0,0,0,1,0,0,0,1,Doctor/Nurse WorkStation,0,10172_10181_65,00:02:21,TRUE,Physician,242.36666666666667,00:04:02.366667,2.35,morning,64,NA,Phone,01:26:39,01:29:00
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_65,Professional Communication,0,09:27:40,09:28:37,00:00:57,1,0,0,0,0,0,0,1,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_66,00:00:57,TRUE,Physician,242.36666666666667,00:04:02.366667,0.95,morning,65,"Doctor, Other",NA,01:29:00,01:29:57
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_66,Indirect Care,"Request Tests (Lab, Img, etc)",09:28:37,09:29:18,00:00:41,0,0,0,0,0,0,0,0,1,0,1,0,1,Doctor/Nurse WorkStation,0,10172_10181_67,00:00:41,TRUE,Physician,242.36666666666667,00:04:02.366667,0.6833333333333333,morning,66,NA,"Desktop Computer, Phone",01:29:57,01:30:38
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_67,Other,0,09:29:18,09:30:27,00:01:09,0,0,0,0,0,0,0,0,1,0,0,0,0,Doctor/Nurse WorkStation,Search for radiology consent form,10172_10181_68,00:01:09,TRUE,Physician,242.36666666666667,00:04:02.366667,1.15,morning,67,NA,NA,01:30:38,01:31:47
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_68,Professional Communication,0,09:30:27,09:31:10,00:00:43,0,0,0,0,0,0,0,1,0,0,0,0,0,Corridors,0,10172_10181_69,00:00:43,TRUE,Physician,242.36666666666667,00:04:02.366667,0.7166666666666667,morning,68,Other,NA,01:31:47,01:32:30
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_69,Indirect Care,Other Indirect Care,09:31:10,09:31:58,00:00:48,0,0,0,0,0,0,0,0,1,0,0,0,0,Doctor/Nurse WorkStation,Put blood work in tray,10172_10181_70,00:00:48,TRUE,Physician,242.36666666666667,00:04:02.366667,0.8,morning,69,NA,NA,01:32:30,01:33:18
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_70,Professional Communication,0,09:31:58,09:33:59,00:02:01,1,0,0,0,0,0,0,1,0,0,0,0,0,Doctor/Nurse WorkStation,0,10172_10181_71,00:02:01,TRUE,Physician,242.36666666666667,00:04:02.366667,2.0166666666666666,morning,70,"Doctor, Other",NA,01:33:18,01:35:19
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_71,Direct Care,Medical History,09:33:59,09:44:22,00:10:23,0,0,0,0,1,1,0,0,0,0,0,0,0,Corridors,0,10172_10181_72,00:10:23,TRUE,Physician,242.36666666666667,00:04:02.366667,10.383333333333333,morning,71,"Patient, Relative",NA,01:35:19,01:45:42
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_72,Direct Care,Physical Exam/Vitals,09:44:22,09:45:08,00:00:46,0,0,0,0,1,0,0,0,0,0,0,0,0,Corridors,0,10172_10181_73,00:00:46,TRUE,Physician,242.36666666666667,00:04:02.366667,0.7666666666666667,morning,72,Patient,NA,01:45:42,01:46:28
26-Mar-2025,10172,10181,Web,GL1,07:58:40,12:01:02,10172_10181_73,Direct Care,Physical Exam/Vitals,09:45:08,09:47:03,00:01:55,0,0,0,0,1,0,0,0,0,0,0,0,0,Corridors,0,10172_10181_74,00:01:55,TRUE,Physician,242.36666666666667,00:04:02.366667,1.9166666666666667,morning,73,Patient,NA,01:46:28,01:48:23
