session date,observer id,session id,location id,participant id,session start,session end,observer/session/task id,What,Subcategories,start time,end time,total time,[With Whom] Doctor,[With Whom] Nurse,[With Whom] Clerks,[With Whom] Patient Relation Reps,[With Whom] Patient,[With Whom] Relative,[With Whom] Allied Health Professional,[With Whom] Other,[With Whom] No one,[How] Paper Based Record,[How] Desktop Computer,[How] Mobile Computer,[How] Phone,Where,Comments,ended by,int task id 1,int start 1,int end 1,active 1,active 2,inactive 1,is session complete?,health_professional_desc,total_session,total_activity,time_slot,task_order,with_whom,how,start_normalized_hms,end_normalized_hms
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_11,Direct Care,Physical Exam/Vitals,10:07:52,10:08:56,00:01:04,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,0,10153_10387_12,NA,NA,NA,00:01:04,NA,NA,TRUE,Physician,241.55,1.0666666666666667,morning,11,Patient,NA,00:33:28,00:34:32
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_12,Documentation,0,10:08:56,10:10:21,00:01:25,0,0,0,0,0,0,0,0,1,0,1,0,0,Screeening/Triage Area,0,10153_10387_13,NA,NA,NA,00:01:25,NA,NA,TRUE,Physician,241.55,1.4166666666666667,morning,12,NA,Desktop Computer,00:34:32,00:35:57
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_13,Social-Personal Activities,0,10:10:21,10:10:37,00:00:16,0,1,0,0,0,0,0,0,0,0,0,0,0,Screeening/Triage Area,0,10153_10387_14,NA,NA,NA,00:00:16,NA,NA,TRUE,Physician,241.55,0.26666666666666666,morning,13,Nurse,NA,00:35:57,00:36:13
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_14,Direct Care,Medical History,10:10:37,10:11:39,00:01:02,0,0,0,0,1,0,0,0,0,0,1,0,0,Screeening/Triage Area,0,10153_10387_15,NA,NA,NA,00:01:02,NA,NA,TRUE,Physician,241.55,1.0333333333333334,morning,14,Patient,Desktop Computer,00:36:13,00:37:15
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_15,Indirect Care,Check Test Results,10:11:39,10:11:56,00:00:17,0,0,0,0,1,0,0,0,0,0,1,0,0,Screeening/Triage Area,0,10153_10387_16,NA,NA,NA,00:00:17,NA,NA,TRUE,Physician,241.55,0.2833333333333333,morning,15,Patient,Desktop Computer,00:37:15,00:37:32
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_16,Professional Communication,0,10:11:56,10:12:27,00:00:31,0,1,0,0,0,0,0,0,0,0,0,0,1,Screeening/Triage Area,0,10153_10387_17,NA,NA,NA,00:00:31,NA,NA,TRUE,Physician,241.55,0.5166666666666667,morning,16,Nurse,Phone,00:37:32,00:38:03
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_17,Direct Care,Physical Exam/Vitals,10:12:27,10:14:51,00:02:24,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,0,10153_10387_18,NA,NA,NA,00:02:24,NA,NA,TRUE,Physician,241.55,2.4,morning,17,Patient,NA,00:38:03,00:40:27
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_18,Social-Personal Activities,0,10:14:51,10:17:45,00:02:54,0,0,0,0,0,0,0,0,1,0,0,0,1,Screeening/Triage Area,0,10153_10387_19,NA,NA,NA,00:02:54,NA,NA,TRUE,Physician,241.55,2.9,morning,18,NA,Phone,00:40:27,00:43:21
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_19,No observation,Private Meeting,10:17:45,10:24:55,00:07:10,0,0,0,0,0,0,0,0,1,0,0,0,0,Other,0,10153_10387_20,NA,NA,NA,00:07:10,NA,NA,TRUE,Physician,241.55,7.166666666666667,morning,19,NA,NA,00:43:21,00:50:31
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_20,Direct Care,Medical History,10:24:55,10:25:49,00:00:54,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,0,10153_10387_21,NA,NA,NA,00:00:54,NA,NA,TRUE,Physician,241.55,0.9,morning,20,Patient,NA,00:50:31,00:51:25
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_21,Social-Personal Activities,0,10:25:49,10:26:57,00:01:08,0,1,0,0,0,0,0,0,0,0,0,0,1,Screeening/Triage Area,0,10153_10387_22,NA,NA,NA,00:01:08,NA,NA,TRUE,Physician,241.55,1.1333333333333333,morning,21,Nurse,Phone,00:51:25,00:52:33
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_22,Direct Care,Patient Communication,10:26:57,10:28:17,00:01:20,0,0,0,0,1,0,0,0,0,1,0,0,0,Screeening/Triage Area,0,10153_10387_23,NA,NA,NA,00:01:20,NA,NA,TRUE,Physician,241.55,1.3333333333333333,morning,22,Patient,Paper,00:52:33,00:53:53
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_23,Professional Communication,0,10:28:17,10:29:44,00:01:27,0,1,0,0,0,0,0,0,0,0,0,0,1,Screeening/Triage Area,0,10153_10387_24,NA,NA,NA,00:01:27,NA,NA,TRUE,Physician,241.55,1.45,morning,23,Nurse,Phone,00:53:53,00:55:20
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_24,Direct Care,Patient Communication,10:29:44,10:30:43,00:00:59,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,0,10153_10387_25,NA,NA,NA,00:00:59,NA,NA,TRUE,Physician,241.55,0.9833333333333333,morning,24,Patient,NA,00:55:20,00:56:19
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_25,Indirect Care,Discharge Planning,10:30:43,10:31:27,00:00:44,0,0,0,0,1,0,0,0,0,0,1,0,0,Screeening/Triage Area,0,10153_10387_26,NA,NA,NA,00:00:44,NA,NA,TRUE,Physician,241.55,0.7333333333333333,morning,25,Patient,Desktop Computer,00:56:19,00:57:03
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_26,Social-Personal Activities,0,10:31:27,10:32:27,00:01:00,0,1,0,0,0,0,0,0,0,0,0,0,0,Screeening/Triage Area,0,10153_10387_27,NA,NA,NA,00:01:00,NA,NA,TRUE,Physician,241.55,1,morning,26,Nurse,NA,00:57:03,00:58:03
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_27,Documentation,0,10:32:27,10:35:31,00:03:04,0,0,0,0,0,0,0,0,1,0,1,0,0,Screeening/Triage Area,0,10153_10387_28,NA,NA,NA,00:03:04,NA,NA,TRUE,Physician,241.55,3.066666666666667,morning,27,NA,Desktop Computer,00:58:03,01:01:07
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_28,Professional Communication,0,10:35:31,10:36:15,00:00:44,0,0,0,0,0,0,1,0,0,0,1,0,0,Screeening/Triage Area,0,10153_10387_29,NA,NA,NA,00:00:44,NA,NA,TRUE,Physician,241.55,0.7333333333333333,morning,28,Allied Health Professional,Desktop Computer,01:01:07,01:01:51
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_29,Direct Care,Medical History,10:36:15,10:37:32,00:01:17,0,0,0,0,1,0,0,0,0,1,0,0,0,Screeening/Triage Area,0,10153_10387_30,NA,NA,NA,00:01:17,NA,NA,TRUE,Physician,241.55,1.2833333333333334,morning,29,Patient,Paper,01:01:51,01:03:08
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_30,Documentation,0,10:37:32,10:37:56,00:00:24,0,0,0,0,0,0,0,0,1,0,1,0,0,Screeening/Triage Area,0,10153_10387_31,NA,NA,NA,00:00:24,NA,NA,TRUE,Physician,241.55,0.4,morning,30,NA,Desktop Computer,01:03:08,01:03:32
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_31,Direct Care,Medical History,10:37:56,10:41:02,00:03:06,0,0,0,0,1,0,0,0,0,0,1,0,0,Screeening/Triage Area,0,10153_10387_32,NA,NA,NA,00:03:06,NA,NA,TRUE,Physician,241.55,3.1,morning,31,Patient,Desktop Computer,01:03:32,01:06:38
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_32,Direct Care,Physical Exam/Vitals,10:41:02,10:43:08,00:02:06,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,0,10153_10387_33,NA,NA,NA,00:02:06,NA,NA,TRUE,Physician,241.55,2.1,morning,32,Patient,NA,01:06:38,01:08:44
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_33,Documentation,0,10:43:08,10:44:22,00:01:14,0,0,0,0,0,0,0,0,1,0,1,0,0,Screeening/Triage Area,0,10153_10387_34,NA,NA,NA,00:01:14,NA,NA,TRUE,Physician,241.55,1.2333333333333334,morning,33,NA,Desktop Computer,01:08:44,01:09:58
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_34,Professional Communication,0,10:44:22,10:45:11,00:00:49,0,1,0,0,0,0,0,0,0,0,0,0,0,Screeening/Triage Area,0,10153_10387_35,NA,NA,NA,00:00:49,NA,NA,TRUE,Physician,241.55,0.8166666666666667,morning,34,Nurse,NA,01:09:58,01:10:47
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_35,Social-Personal Activities,0,10:45:11,10:47:17,00:02:06,0,1,0,0,0,0,0,0,0,0,0,0,1,Screeening/Triage Area,0,10153_10387_36,NA,NA,NA,00:02:06,NA,NA,TRUE,Physician,241.55,2.1,morning,35,Nurse,Phone,01:10:47,01:12:53
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_36,Documentation,0,10:47:17,10:49:13,00:01:56,0,0,0,0,0,0,0,0,1,0,1,0,0,Screeening/Triage Area,0,10153_10387_37,NA,NA,NA,00:01:56,NA,NA,TRUE,Physician,241.55,1.9333333333333333,morning,36,NA,Desktop Computer,01:12:53,01:14:49
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_37,Direct Care,Other Direct Care,10:49:13,10:50:11,00:00:58,0,0,0,0,0,0,0,0,1,0,1,0,0,Screeening/Triage Area,0,10153_10387_38,NA,NA,NA,00:00:58,NA,NA,TRUE,Physician,241.55,0.9666666666666667,morning,37,NA,Desktop Computer,01:14:49,01:15:47
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_38,Social-Personal Activities,0,10:50:11,10:51:00,00:00:49,0,0,0,0,0,0,0,1,0,0,0,0,1,Screeening/Triage Area,0,10153_10387_39,NA,NA,NA,00:00:49,NA,NA,TRUE,Physician,241.55,0.8166666666666667,morning,38,Other,Phone,01:15:47,01:16:36
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_39,Direct Care,Medical History,10:51:00,10:53:31,00:02:31,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,0,10153_10387_40,NA,NA,NA,00:02:31,NA,NA,TRUE,Physician,241.55,2.5166666666666666,morning,39,Patient,NA,01:16:36,01:19:07
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_40,Direct Care,Physical Exam/Vitals,10:53:31,10:55:29,00:01:58,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,0,10153_10387_41,NA,NA,NA,00:01:58,NA,NA,TRUE,Physician,241.55,1.9666666666666666,morning,40,Patient,NA,01:19:07,01:21:05
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_41,Direct Care,Patient Communication,10:55:29,10:56:51,00:01:22,0,0,0,0,0,1,0,0,0,0,0,0,0,Screeening/Triage Area,0,10153_10387_42,NA,NA,NA,00:01:22,NA,NA,TRUE,Physician,241.55,1.3666666666666667,morning,41,Relative,NA,01:21:05,01:22:27
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_42,Professional Communication,0,10:56:51,10:57:42,00:00:51,0,1,0,0,0,0,0,0,0,0,0,0,1,Screeening/Triage Area,0,10153_10387_43,NA,NA,NA,00:00:51,NA,NA,TRUE,Physician,241.55,0.85,morning,42,Nurse,Phone,01:22:27,01:23:18
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_43,Indirect Care,Referral Request,10:57:42,10:59:17,00:01:35,0,0,0,0,0,0,0,0,1,0,1,0,0,Screeening/Triage Area,0,10153_10387_44,NA,NA,NA,00:01:35,NA,NA,TRUE,Physician,241.55,1.5833333333333333,morning,43,NA,Desktop Computer,01:23:18,01:24:53
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_44,Direct Care,Physical Exam/Vitals,10:59:17,11:01:37,00:02:20,0,0,0,0,1,0,0,0,0,0,0,0,0,Consultation Room (minor case unit),0,10153_10387_45,NA,NA,NA,00:02:20,NA,NA,TRUE,Physician,241.55,2.3333333333333335,morning,44,Patient,NA,01:24:53,01:27:13
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_45,Professional Communication,0,11:01:37,11:02:41,00:01:04,0,1,0,0,0,0,0,0,0,0,0,0,0,Consultation Room (minor case unit),0,10153_10387_46,NA,NA,NA,00:01:04,NA,NA,TRUE,Physician,241.55,1.0666666666666667,morning,45,Nurse,NA,01:27:13,01:28:17
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_46,Documentation,0,11:02:41,11:03:11,00:00:30,0,0,0,0,0,0,0,0,1,0,1,0,0,Screeening/Triage Area,0,10153_10387_47,NA,NA,NA,00:00:30,NA,NA,TRUE,Physician,241.55,0.5,morning,46,NA,Desktop Computer,01:28:17,01:28:47
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_47,Direct Care,Medical History,11:03:11,11:07:46,00:04:35,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,0,10153_10387_48,NA,NA,NA,00:04:35,NA,NA,TRUE,Physician,241.55,4.583333333333333,morning,47,Patient,NA,01:28:47,01:33:22
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_48,Documentation,0,11:07:46,11:08:47,00:01:01,0,0,0,0,0,0,0,0,1,0,1,0,0,Screeening/Triage Area,0,10153_10387_49,NA,NA,NA,00:01:01,NA,NA,TRUE,Physician,241.55,1.0166666666666666,morning,48,NA,Desktop Computer,01:33:22,01:34:23
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_49,Direct Care,Physical Exam/Vitals,11:08:47,11:12:48,00:04:01,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,0,10153_10387_50,NA,NA,NA,00:04:01,NA,NA,TRUE,Physician,241.55,4.016666666666667,morning,49,Patient,NA,01:34:23,01:38:24
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_50,Direct Care,Medical History,11:12:48,11:14:45,00:01:57,0,0,0,0,1,0,0,0,0,0,1,0,0,Screeening/Triage Area,0,10153_10387_51,NA,NA,NA,00:01:57,NA,NA,TRUE,Physician,241.55,1.95,morning,50,Patient,Desktop Computer,01:38:24,01:40:21
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_51,Direct Care,Patient Communication,11:14:45,11:16:46,00:02:01,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,0,10153_10387_52,NA,NA,NA,00:02:01,NA,NA,TRUE,Physician,241.55,2.0166666666666666,morning,51,Patient,NA,01:40:21,01:42:22
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_52,Direct Care,Other Direct Care,11:16:46,11:18:05,00:01:19,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,0,10153_10387_53,NA,NA,NA,00:01:19,NA,NA,TRUE,Physician,241.55,1.3166666666666667,morning,52,Patient,NA,01:42:22,01:43:41
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_53,Documentation,0,11:18:05,11:19:30,00:01:25,0,0,0,0,0,0,0,0,1,0,1,0,0,Screeening/Triage Area,0,10153_10387_54,NA,NA,NA,00:01:25,NA,NA,TRUE,Physician,241.55,1.4166666666666667,morning,53,NA,Desktop Computer,01:43:41,01:45:06
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_54,Social-Personal Activities,0,11:19:30,11:21:11,00:01:41,0,0,0,0,0,0,0,1,0,0,0,0,1,Screeening/Triage Area,0,10153_10387_55,NA,NA,NA,00:01:41,NA,NA,TRUE,Physician,241.55,1.6833333333333333,morning,54,Other,Phone,01:45:06,01:46:47
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_55,Direct Care,Medical History,11:21:11,11:24:30,00:03:19,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,0,10153_10387_56,NA,NA,NA,00:03:19,NA,NA,TRUE,Physician,241.55,3.316666666666667,morning,55,Patient,NA,01:46:47,01:50:06
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_56,Direct Care,Physical Exam/Vitals,11:24:30,11:26:51,00:02:21,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,0,10153_10387_57,NA,NA,NA,00:02:21,NA,NA,TRUE,Physician,241.55,2.35,morning,56,Patient,NA,01:50:06,01:52:27
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_57,Documentation,0,11:26:51,11:29:43,00:02:52,0,0,0,0,0,0,0,0,1,0,1,0,0,Screeening/Triage Area,0,10153_10387_58,NA,NA,NA,00:02:52,NA,NA,TRUE,Physician,241.55,2.8666666666666667,morning,57,NA,Desktop Computer,01:52:27,01:55:19
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_58,Professional Communication,0,11:29:43,11:29:58,00:00:15,0,1,0,0,0,0,0,0,0,0,0,0,0,Screeening/Triage Area,0,10153_10387_59,NA,NA,NA,00:00:15,NA,NA,TRUE,Physician,241.55,0.25,morning,58,Nurse,NA,01:55:19,01:55:34
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_59,Direct Care,Medical History,11:29:58,11:32:53,00:02:55,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,0,10153_10387_60,NA,NA,NA,00:02:55,NA,NA,TRUE,Physician,241.55,2.9166666666666665,morning,59,Patient,NA,01:55:34,01:58:29
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_60,Direct Care,Physical Exam/Vitals,11:32:53,11:33:58,00:01:05,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,0,10153_10387_61,NA,NA,NA,00:01:05,NA,NA,TRUE,Physician,241.55,1.0833333333333333,morning,60,Patient,NA,01:58:29,01:59:34
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_61,Documentation,0,11:33:58,11:35:06,00:01:08,0,0,0,0,0,0,0,0,1,0,1,0,0,Screeening/Triage Area,0,10153_10387_62,NA,NA,NA,00:01:08,NA,NA,TRUE,Physician,241.55,1.1333333333333333,morning,61,NA,Desktop Computer,01:59:34,02:00:42
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_62,Direct Care,Medical History,11:35:06,11:36:09,00:01:03,0,0,0,0,1,0,0,0,0,0,1,0,0,Screeening/Triage Area,0,10153_10387_63,NA,NA,NA,00:01:03,NA,NA,TRUE,Physician,241.55,1.05,morning,62,Patient,Desktop Computer,02:00:42,02:01:45
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_63,Documentation,0,11:36:09,11:38:41,00:02:32,0,0,0,0,0,0,0,0,1,0,1,0,0,Screeening/Triage Area,0,10153_10387_64,NA,NA,NA,00:02:32,NA,NA,TRUE,Physician,241.55,2.533333333333333,morning,63,NA,Desktop Computer,02:01:45,02:04:17
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_64,Direct Care,Medical History,11:38:41,11:41:20,00:02:39,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,0,10153_10387_65,NA,NA,NA,00:02:39,NA,NA,TRUE,Physician,241.55,2.65,morning,64,Patient,NA,02:04:17,02:06:56
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_65,Direct Care,Patient Communication,11:41:20,11:42:37,00:01:17,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,0,10153_10387_66,NA,NA,NA,00:01:17,NA,NA,TRUE,Physician,241.55,1.2833333333333334,morning,65,Patient,NA,02:06:56,02:08:13
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_66,Direct Care,Physical Exam/Vitals,11:42:37,11:44:11,00:01:34,0,0,0,0,1,0,0,0,0,0,0,0,0,Screeening/Triage Area,0,10153_10387_67,NA,NA,NA,00:01:34,NA,NA,TRUE,Physician,241.55,1.5666666666666667,morning,66,Patient,NA,02:08:13,02:09:47
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_67,Documentation,0,11:44:11,11:47:23,00:03:12,0,0,0,0,0,0,0,0,1,0,1,0,0,Screeening/Triage Area,0,10153_10387_68,NA,NA,NA,00:03:12,NA,NA,TRUE,Physician,241.55,3.2,morning,67,NA,Desktop Computer,02:09:47,02:12:59
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_68,Professional Communication,0,11:47:23,11:50:18,00:02:55,0,1,0,0,0,0,0,0,0,0,1,0,0,Screeening/Triage Area,0,10153_10387_69,NA,NA,NA,00:02:55,NA,NA,TRUE,Physician,241.55,2.9166666666666665,morning,68,Nurse,Desktop Computer,02:12:59,02:15:54
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_69,Social-Personal Activities,0,11:50:18,12:15:52,00:25:34,0,1,0,0,0,0,0,0,0,0,0,0,0,Screeening/Triage Area,0,10153_10387_70,NA,NA,NA,00:25:34,NA,NA,TRUE,Physician,241.55,25.566666666666666,morning,69,Nurse,NA,02:15:54,02:41:28
04-Jun-2025,10153,10387,Winston Scott,WS2,09:34:24,13:35:57,10153_10387_70,No observation,Private Meeting,12:15:52,12:21:23,00:05:31,0,0,0,0,0,0,1,0,0,0,0,0,0,Other,0,10153_10387_71,NA,NA,NA,00:05:31,NA,NA,TRUE,Physician,241.55,5.516666666666667,morning,70,Allied Health Professional,NA,02:41:28,02:46:59
