session date,observer id,session id,location id,participant id,session start,session end,observer/session/task id,What,Subcategories,start time,end time,total time,[With Whom] Doctor,[With Whom] Nurse,[With Whom] Patient,[With Whom] Relative,[With Whom] Allied Health Professional,[With Whom] Other,[With Whom] No One,[How] Paper Based Record,[How] Desktop Computer,[How] Mobile Computer,[How] Phone,Where,Comments,ended by,active 1,is session complete?,health_professional_desc,total_session,total_activity,time_slot,task_order,with_whom,how,start_normalized_hms,end_normalized_hms
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_11,Other,0,08:53:14,08:55:31,00:02:17,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,Logged patient information into savance,10172_10186_12,00:02:17,TRUE,Clerk,240.4,2.283333333333333,morning,11,NA,"Paper, Desktop Computer",00:15:50,00:18:07
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_12,Other,0,08:55:31,08:56:38,00:01:07,0,0,0,0,0,0,1,1,0,0,0,Reception Desk,Retrieved patient’s medical record number,10172_10186_13,00:01:07,TRUE,Clerk,240.4,1.1166666666666667,morning,12,NA,Paper,00:18:07,00:19:14
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_13,Patient Communication,0,08:56:38,08:56:45,00:00:07,0,1,0,0,0,0,0,1,0,0,0,Reception Desk,0,10172_10186_14,00:00:07,TRUE,Clerk,240.4,0.11666666666666667,morning,13,Nurse,Paper,00:19:14,00:19:21
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_14,Patient Communication,0,08:56:45,08:57:33,00:00:48,0,0,1,0,0,0,0,0,0,0,0,Reception Desk,0,10172_10186_15,00:00:48,TRUE,Clerk,240.4,0.8,morning,14,Patient,NA,00:19:21,00:20:09
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_15,Register Patient,0,08:57:33,08:59:42,00:02:09,0,0,1,0,0,0,0,1,1,0,0,Reception Desk,0,10172_10186_16,00:02:09,TRUE,Clerk,240.4,2.15,morning,15,Patient,"Paper, Desktop Computer",00:20:09,00:22:18
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_16,Patient Communication,0,08:59:42,08:59:55,00:00:13,0,0,1,0,0,0,0,0,0,0,0,Reception Desk,0,10172_10186_17,00:00:13,TRUE,Clerk,240.4,0.21666666666666667,morning,16,Patient,NA,00:22:18,00:22:31
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_17,Other,0,08:59:55,09:02:49,00:02:54,0,0,1,0,0,0,0,1,1,0,0,Reception Desk,Logged patient data into Savance,10172_10186_18,00:02:54,TRUE,Clerk,240.4,2.9,morning,17,Patient,"Paper, Desktop Computer",00:22:31,00:25:25
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_18,Patient Communication,0,09:02:49,09:02:59,00:00:10,0,0,1,0,0,0,0,0,0,0,0,Reception Desk,0,10172_10186_19,00:00:10,TRUE,Clerk,240.4,0.16666666666666666,morning,18,Patient,NA,00:25:25,00:25:35
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_19,Inter Profesional Communication,0,09:02:59,09:03:28,00:00:29,0,0,0,0,0,1,0,0,0,0,1,Reception Desk,0,10172_10186_20,00:00:29,TRUE,Clerk,240.4,0.48333333333333334,morning,19,Other,Phone,00:25:35,00:26:04
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_20,Register Patient,0,09:03:28,09:07:01,00:03:33,0,0,1,0,0,0,0,1,1,0,0,Reception Desk,0,10172_10186_21,00:03:33,TRUE,Clerk,240.4,3.55,morning,20,Patient,"Paper, Desktop Computer",00:26:04,00:29:37
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_21,Inter Profesional Communication,0,09:07:01,09:08:15,00:01:14,1,0,0,0,0,0,0,0,0,0,0,Reception Desk,Requested printing of sheets,10172_10186_22,00:01:14,TRUE,Clerk,240.4,1.2333333333333334,morning,21,Doctor,NA,00:29:37,00:30:51
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_22,Patient Communication,0,09:08:15,09:08:25,00:00:10,0,0,1,0,0,0,0,0,0,0,0,Reception Desk,0,10172_10186_23,00:00:10,TRUE,Clerk,240.4,0.16666666666666666,morning,22,Patient,NA,00:30:51,00:31:01
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_23,Print Data Sheets,0,09:08:25,09:08:55,00:00:30,1,0,0,0,0,0,0,1,0,0,0,Reception Desk,0,10172_10186_24,00:00:30,TRUE,Clerk,240.4,0.5,morning,23,Doctor,Paper,00:31:01,00:31:31
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_24,Other,0,09:08:55,09:10:58,00:02:03,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,Logged patient information into Savance,10172_10186_25,00:02:03,TRUE,Clerk,240.4,2.05,morning,24,NA,"Paper, Desktop Computer",00:31:31,00:33:34
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_25,Activer Waiting,0,09:10:58,09:12:29,00:01:31,0,0,0,0,0,0,1,0,0,0,0,Reception Desk,0,10172_10186_26,00:01:31,TRUE,Clerk,240.4,1.5166666666666666,morning,25,NA,NA,00:33:34,00:35:05
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_26,Inter Profesional Communication,0,09:12:29,09:12:43,00:00:14,0,1,0,0,0,0,0,1,0,0,0,Reception Desk,0,10172_10186_27,00:00:14,TRUE,Clerk,240.4,0.23333333333333334,morning,26,Nurse,Paper,00:35:05,00:35:19
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_27,Record Management,Retrieve Record,09:12:43,09:13:08,00:00:25,0,0,0,0,0,0,1,1,0,0,0,Reception Desk,0,10172_10186_28,00:00:25,TRUE,Clerk,240.4,0.4166666666666667,morning,27,NA,Paper,00:35:19,00:35:44
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_28,Inter Profesional Communication,0,09:13:08,09:13:30,00:00:22,0,1,0,0,0,0,0,1,0,0,0,Reception Desk,0,10172_10186_29,00:00:22,TRUE,Clerk,240.4,0.36666666666666664,morning,28,Nurse,Paper,00:35:44,00:36:06
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_29,Patient Communication,0,09:13:30,09:14:17,00:00:47,0,0,1,0,0,0,0,1,0,0,0,Waiting Area,0,10172_10186_30,00:00:47,TRUE,Clerk,240.4,0.7833333333333333,morning,29,Patient,Paper,00:36:06,00:36:53
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_30,Inter Profesional Communication,0,09:14:17,09:16:49,00:02:32,0,1,0,0,0,0,0,0,0,0,0,Reception Desk,0,10172_10186_31,00:02:32,TRUE,Clerk,240.4,2.533333333333333,morning,30,Nurse,NA,00:36:53,00:39:25
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_31,In Transit,0,09:16:49,09:18:38,00:01:49,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10186_32,00:01:49,TRUE,Clerk,240.4,1.8166666666666667,morning,31,NA,Paper,00:39:25,00:41:14
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_32,Record Management,Retrieve Record,09:18:38,09:20:01,00:01:23,0,0,0,0,0,0,1,0,0,0,0,Other,Other :Records room,10172_10186_33,00:01:23,TRUE,Clerk,240.4,1.3833333333333333,morning,32,NA,NA,00:41:14,00:42:37
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_33,In Transit,0,09:20:01,09:22:17,00:02:16,0,0,0,0,0,0,1,0,0,0,0,Other,Other: 1st floor,10172_10186_34,00:02:16,TRUE,Clerk,240.4,2.2666666666666666,morning,33,NA,NA,00:42:37,00:44:53
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_34,Other,0,09:22:17,09:24:08,00:01:51,0,0,0,0,0,0,1,0,0,0,0,Other,"Search for medical records in medical records  A&E lounge
",10172_10186_35,00:01:51,TRUE,Clerk,240.4,1.85,morning,34,NA,NA,00:44:53,00:46:44
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_35,Record Management,Retrieve Record,09:24:08,09:24:17,00:00:09,0,0,0,0,0,0,1,1,0,0,0,Other,0,10172_10186_36,00:00:09,TRUE,Clerk,240.4,0.15,morning,35,NA,Paper,00:46:44,00:46:53
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_36,Other,0,09:24:17,09:29:21,00:05:04,0,0,0,0,0,0,1,0,0,0,0,Other,Search for medical records.notes not found,10172_10186_37,00:05:04,TRUE,Clerk,240.4,5.066666666666666,morning,36,NA,NA,00:46:53,00:51:57
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_37,In Transit,0,09:29:21,09:30:17,00:00:56,0,0,0,0,0,0,1,0,0,0,0,Hallway,0,10172_10186_38,00:00:56,TRUE,Clerk,240.4,0.9333333333333333,morning,37,NA,NA,00:51:57,00:52:53
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_38,Other,0,09:30:17,09:31:58,00:01:41,0,0,0,0,0,0,1,1,0,0,0,Reception Desk,Documented retrieved patient information,10172_10186_39,00:01:41,TRUE,Clerk,240.4,1.6833333333333333,morning,38,NA,Paper,00:52:53,00:54:34
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_39,Activer Waiting,0,09:31:58,09:32:20,00:00:22,0,0,0,0,0,0,1,0,0,0,0,Reception Desk,0,10172_10186_40,00:00:22,TRUE,Clerk,240.4,0.36666666666666664,morning,39,NA,NA,00:54:34,00:54:56
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_40,Social-Personal Activities,0,09:32:20,09:37:44,00:05:24,0,0,0,0,0,0,1,0,0,0,0,Other,0,10172_10186_41,00:05:24,TRUE,Clerk,240.4,5.4,morning,40,NA,NA,00:54:56,01:00:20
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_41,Inter Profesional Communication,0,09:37:44,09:46:44,00:09:00,1,0,0,0,0,0,0,1,0,0,0,Reception Desk,0,10172_10186_42,00:09:00,TRUE,Clerk,240.4,9,morning,41,Doctor,Paper,01:00:20,01:09:20
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_42,Social-Personal Activities,0,09:46:44,09:52:05,00:05:21,0,0,0,0,0,0,1,0,0,0,0,Reception Desk,0,10172_10186_43,00:05:21,TRUE,Clerk,240.4,5.35,morning,42,NA,NA,01:09:20,01:14:41
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_43,Activer Waiting,0,09:52:05,09:58:32,00:06:27,0,0,0,0,0,0,1,0,0,0,0,Reception Desk,0,10172_10186_44,00:06:27,TRUE,Clerk,240.4,6.45,morning,43,NA,NA,01:14:41,01:21:08
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_44,Other,0,09:58:32,09:59:28,00:00:56,0,0,0,0,0,0,1,0,0,0,0,Waiting Area,Checked clipboard,10172_10186_45,00:00:56,TRUE,Clerk,240.4,0.9333333333333333,morning,44,NA,NA,01:21:08,01:22:04
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_45,Register Patient,0,09:59:28,10:00:12,00:00:44,0,0,1,0,0,0,0,1,0,0,0,Reception Desk,0,10172_10186_46,00:00:44,TRUE,Clerk,240.4,0.7333333333333333,morning,45,Patient,Paper,01:22:04,01:22:48
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_46,Record Management,Retrieve Record,10:00:12,10:00:40,00:00:28,0,0,0,0,0,0,1,1,0,0,0,Reception Desk,0,10172_10186_47,00:00:28,TRUE,Clerk,240.4,0.4666666666666667,morning,46,NA,Paper,01:22:48,01:23:16
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_47,Register Patient,0,10:00:40,10:02:40,00:02:00,0,0,1,0,0,0,0,1,0,0,0,Reception Desk,0,10172_10186_48,00:02:00,TRUE,Clerk,240.4,2,morning,47,Patient,Paper,01:23:16,01:25:16
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_48,Patient Communication,0,10:02:40,10:03:02,00:00:22,0,0,1,0,0,0,0,0,0,0,0,Reception Desk,0,10172_10186_49,00:00:22,TRUE,Clerk,240.4,0.36666666666666664,morning,48,Patient,NA,01:25:16,01:25:38
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_49,Inter Profesional Communication,0,10:03:02,10:03:25,00:00:23,0,1,0,0,0,0,0,1,0,0,0,Reception Desk,0,10172_10186_50,00:00:23,TRUE,Clerk,240.4,0.38333333333333336,morning,49,Nurse,Paper,01:25:38,01:26:01
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_50,Patient Communication,0,10:03:25,10:04:08,00:00:43,0,0,1,0,0,0,0,0,0,0,0,Reception Desk,0,10172_10186_51,00:00:43,TRUE,Clerk,240.4,0.7166666666666667,morning,50,Patient,NA,01:26:01,01:26:44
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_51,Record Management,Retrieve Record,10:04:08,10:05:48,00:01:40,0,0,0,0,0,0,1,1,0,0,0,Reception Desk,Search f,10172_10186_52,00:01:40,TRUE,Clerk,240.4,1.6666666666666667,morning,51,NA,Paper,01:26:44,01:28:24
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_52,Register Patient,0,10:05:48,10:07:39,00:01:51,0,0,1,0,0,0,0,1,0,0,0,Reception Desk,0,10172_10186_53,00:01:51,TRUE,Clerk,240.4,1.85,morning,52,Patient,Paper,01:28:24,01:30:15
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_53,Patient Communication,0,10:07:39,10:08:00,00:00:21,0,0,1,0,0,0,0,0,0,0,0,Reception Desk,0,10172_10186_54,00:00:21,TRUE,Clerk,240.4,0.35,morning,53,Patient,NA,01:30:15,01:30:36
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_54,Other,0,10:08:00,10:09:47,00:01:47,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,Logged patient’s information in med data and Savance,10172_10186_55,00:01:47,TRUE,Clerk,240.4,1.7833333333333334,morning,54,NA,"Paper, Desktop Computer",01:30:36,01:32:23
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_55,Other,0,10:09:47,10:10:39,00:00:52,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,Process admission,10172_10186_56,00:00:52,TRUE,Clerk,240.4,0.8666666666666667,morning,55,NA,"Paper, Desktop Computer",01:32:23,01:33:15
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_56,Inter Profesional Communication,0,10:10:39,10:10:59,00:00:20,0,1,0,0,0,1,0,0,0,0,0,Reception Desk,0,10172_10186_57,00:00:20,TRUE,Clerk,240.4,0.3333333333333333,morning,56,"Nurse, Other",NA,01:33:15,01:33:35
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_57,Other,0,10:10:59,10:22:16,00:11:17,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,Process admission,10172_10186_58,00:11:17,TRUE,Clerk,240.4,11.283333333333333,morning,57,NA,"Paper, Desktop Computer",01:33:35,01:44:52
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_58,Patient Communication,0,10:22:16,10:22:24,00:00:08,0,0,1,0,0,0,0,0,0,0,0,Reception Desk,0,10172_10186_59,00:00:08,TRUE,Clerk,240.4,0.13333333333333333,morning,58,Patient,NA,01:44:52,01:45:00
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_59,Other,0,10:22:24,10:29:04,00:06:40,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,Admission processing continues,10172_10186_60,00:06:40,TRUE,Clerk,240.4,6.666666666666667,morning,59,NA,"Paper, Desktop Computer",01:45:00,01:51:40
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_60,Inter Profesional Communication,0,10:29:04,10:29:20,00:00:16,0,0,0,0,1,0,0,0,0,0,1,Reception Desk,0,10172_10186_61,00:00:16,TRUE,Clerk,240.4,0.26666666666666666,morning,60,Allied Health Professional,Phone,01:51:40,01:51:56
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_61,Other,0,10:29:20,10:30:39,00:01:19,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,Admission process continues,10172_10186_62,00:01:19,TRUE,Clerk,240.4,1.3166666666666667,morning,61,NA,"Paper, Desktop Computer",01:51:56,01:53:15
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_62,Print Data Sheets,0,10:30:39,10:31:01,00:00:22,0,0,0,0,0,0,1,1,0,0,0,Reception Desk,0,10172_10186_63,00:00:22,TRUE,Clerk,240.4,0.36666666666666664,morning,62,NA,Paper,01:53:15,01:53:37
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_63,Other,0,10:31:01,10:32:04,00:01:03,0,0,0,0,0,0,1,1,0,0,0,Reception Desk,Documentation of admission on sheet and book,10172_10186_64,00:01:03,TRUE,Clerk,240.4,1.05,morning,63,NA,Paper,01:53:37,01:54:40
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_64,In Transit,0,10:32:04,10:32:21,00:00:17,0,0,0,0,0,0,1,0,0,0,0,Other,0,10172_10186_65,00:00:17,TRUE,Clerk,240.4,0.2833333333333333,morning,64,NA,NA,01:54:40,01:54:57
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_65,Patient Communication,0,10:32:21,10:32:41,00:00:20,0,0,1,1,0,0,0,1,0,0,0,Other,0,10172_10186_66,00:00:20,TRUE,Clerk,240.4,0.3333333333333333,morning,65,"Patient, Relative",Paper,01:54:57,01:55:17
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_66,Inter Profesional Communication,0,10:32:41,10:33:22,00:00:41,0,0,0,0,1,0,0,1,0,0,0,Reception Desk,0,10172_10186_67,00:00:41,TRUE,Clerk,240.4,0.6833333333333333,morning,66,Allied Health Professional,Paper,01:55:17,01:55:58
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_67,In Transit,0,10:33:22,10:33:52,00:00:30,0,0,0,0,0,0,1,0,0,0,0,Other,0,10172_10186_68,00:00:30,TRUE,Clerk,240.4,0.5,morning,67,NA,NA,01:55:58,01:56:28
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_68,Other,0,10:33:52,10:36:25,00:02:33,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,Check for patient’s hospital numbers and possible location of patients old notes,10172_10186_69,00:02:33,TRUE,Clerk,240.4,2.55,morning,68,NA,"Paper, Desktop Computer",01:56:28,01:59:01
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_69,In Transit,0,10:36:25,10:37:16,00:00:51,0,0,0,0,0,0,1,0,0,0,0,Other,Doctor station,10172_10186_70,00:00:51,TRUE,Clerk,240.4,0.85,morning,69,NA,NA,01:59:01,01:59:52
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_70,In Transit,0,10:37:16,10:37:55,00:00:39,0,0,0,0,0,0,1,0,0,0,0,Hallway,0,10172_10186_71,00:00:39,TRUE,Clerk,240.4,0.65,morning,70,NA,NA,01:59:52,02:00:31
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_71,Register Patient,0,10:37:55,10:44:56,00:07:01,0,0,1,0,0,0,0,1,1,0,0,Reception Desk,0,10172_10186_72,00:07:01,TRUE,Clerk,240.4,7.016666666666667,morning,71,Patient,"Paper, Desktop Computer",02:00:31,02:07:32
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_72,Inter Profesional Communication,0,10:44:56,10:45:54,00:00:58,0,0,0,0,0,1,0,0,1,0,1,Reception Desk,0,10172_10186_73,00:00:58,TRUE,Clerk,240.4,0.9666666666666667,morning,72,Other,"Desktop Computer, Phone",02:07:32,02:08:30
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_73,Other,0,10:45:54,10:46:33,00:00:39,0,0,0,0,0,0,1,0,0,0,0,Waiting Area,Checked clipboard,10172_10186_74,00:00:39,TRUE,Clerk,240.4,0.65,morning,73,NA,NA,02:08:30,02:09:09
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_74,Register Patient,0,10:46:33,10:50:11,00:03:38,0,0,1,1,0,0,0,1,1,0,0,Reception Desk,0,10172_10186_75,00:03:38,TRUE,Clerk,240.4,3.6333333333333333,morning,74,"Patient, Relative","Paper, Desktop Computer",02:09:09,02:12:47
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_75,Patient Communication,0,10:50:11,10:50:21,00:00:10,0,0,1,1,0,0,0,0,0,0,0,Reception Desk,0,10172_10186_76,00:00:10,TRUE,Clerk,240.4,0.16666666666666666,morning,75,"Patient, Relative",NA,02:12:47,02:12:57
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_76,Other,0,10:50:21,10:52:40,00:02:19,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,Logged note information,10172_10186_77,00:02:19,TRUE,Clerk,240.4,2.316666666666667,morning,76,NA,"Paper, Desktop Computer",02:12:57,02:15:16
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_77,Inter Profesional Communication,0,10:52:40,10:52:54,00:00:14,0,1,0,0,0,0,0,1,0,0,0,Reception Desk,0,10172_10186_78,00:00:14,TRUE,Clerk,240.4,0.23333333333333334,morning,77,Nurse,Paper,02:15:16,02:15:30
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_78,Other,0,10:52:54,10:53:24,00:00:30,0,0,0,0,0,0,1,0,0,0,0,Waiting Area,Checked clipboard,10172_10186_79,00:00:30,TRUE,Clerk,240.4,0.5,morning,78,NA,NA,02:15:30,02:16:00
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_79,Register Patient,0,10:53:24,10:56:12,00:02:48,0,0,1,1,0,0,0,1,1,0,0,Reception Desk,0,10172_10186_80,00:02:48,TRUE,Clerk,240.4,2.8,morning,79,"Patient, Relative","Paper, Desktop Computer",02:16:00,02:18:48
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_80,Inter Profesional Communication,0,10:56:12,10:56:32,00:00:20,0,1,0,0,0,0,0,1,0,0,0,Reception Desk,0,10172_10186_81,00:00:20,TRUE,Clerk,240.4,0.3333333333333333,morning,80,Nurse,Paper,02:18:48,02:19:08
28-Mar-2025,10172,10186,Qeh,GL3,08:37:24,12:37:48,10172_10186_81,Register Patient,0,10:56:32,10:56:50,00:00:18,0,0,1,1,0,0,0,1,0,0,0,Reception Desk,0,10172_10186_82,00:00:18,TRUE,Clerk,240.4,0.3,morning,81,"Patient, Relative",Paper,02:19:08,02:19:26
