session date,observer id,session id,location id,participant id,session start,session end,observer/session/task id,What (DR-NURSE v2),What (DR-NURSE v2) (subcategories),start time,end time,elapsed time,total time,[With Whom] Doctor,[With Whom] Nurse,[With Whom] Clerk,[With Whom] Patient Relation Reps,[With Whom] Patient,[With Whom] Relative,[With Whom] Allied Health Professional,[With Whom] Student,[With Whom] Other,[With Whom] No one,[How] Paper Based Record,[How] Desktop Computer,[How] Mobile Computer,[How] Phone,Where,Comments,ended by,multi with,num of multitask fragments,total overlapping time,is interrupting task?,interrupted by,num of interrupts,active 1,is session complete?
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_14,Direct Care,Physical Exam/Vitals,09:39:12,09:42:31,00:03:19,00:03:19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Observation Room,0,10175_10197_15,"",0,00:00:00,false,"",0,00:03:19,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_15,Documentation,Clinical,09:42:31,09:43:08,00:00:37,00:00:37,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10175_10197_16,"",0,00:00:00,false,"",0,00:00:37,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_16,In Transit,0,09:43:08,09:46:35,00:03:27,00:03:27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10197_17,"",0,00:00:00,false,"",0,00:03:27,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_17,Documentation,Administrative,09:46:35,09:47:56,00:01:21,00:01:21,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10175_10197_18,"",0,00:00:00,false,"",0,00:01:21,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_18,Inter-Professional Communication,0,09:47:56,09:51:24,00:03:28,00:03:28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10175_10197_19,"",0,00:00:00,false,"",0,00:03:28,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_19,In Transit,0,09:51:24,09:51:32,00:00:08,00:00:08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10197_20,"",0,00:00:00,false,"",0,00:00:08,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_20,Inter-Professional Communication,0,09:51:32,09:53:20,00:01:48,00:01:48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Doctor/Nurse WorkStation,0,10175_10197_21,"",0,00:00:00,false,"",0,00:01:48,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_21,Medication Tasks,Prepare,09:53:20,09:54:03,00:00:43,00:00:43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Doctor/Nurse WorkStation,0,10175_10197_22,"",0,00:00:00,false,"",0,00:00:43,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_22,In Transit,0,09:54:03,09:55:18,00:01:15,00:01:15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10197_23,"",0,00:00:00,false,"",0,00:01:15,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_23,Medication Tasks,Prepare,09:55:18,09:57:34,00:02:16,00:02:16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Doctor/Nurse WorkStation,0,10175_10197_24,"",0,00:00:00,false,"",0,00:02:16,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_24,Inter-Professional Communication,0,09:57:34,10:01:55,00:04:21,00:04:21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10175_10197_25,"",0,00:00:00,false,"",0,00:04:21,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_25,In Transit,0,10:01:55,10:02:04,00:00:09,00:00:09,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10197_26,"",0,00:00:00,false,"",0,00:00:09,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_26,Medication Tasks,Administer,10:02:04,10:06:45,00:04:41,00:04:41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Observation Room,0,10175_10197_27,"",0,00:00:00,false,"",0,00:04:41,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_27,In Transit,0,10:06:45,10:07:59,00:01:14,00:01:14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10197_28,"",0,00:00:00,false,"",0,00:01:14,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_28,Inter-Professional Communication,0,10:07:59,10:09:23,00:01:24,00:01:24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Doctor/Nurse WorkStation,0,10175_10197_29,"",0,00:00:00,false,"",0,00:01:24,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_29,Documentation,Administrative,10:09:23,10:09:58,00:00:35,00:00:35,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10175_10197_30,"",0,00:00:00,false,"",0,00:00:35,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_30,Medication Tasks,Administer,10:09:58,10:10:58,00:01:00,00:01:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Observation Room,0,10175_10197_31,"",0,00:00:00,false,"",0,00:01:00,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_31,Documentation,Clinical,10:10:58,10:11:52,00:00:54,00:00:54,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10175_10197_32,"",0,00:00:00,false,"",0,00:00:54,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_32,In Transit,0,10:11:52,10:12:01,00:00:09,00:00:09,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10197_33,"",0,00:00:00,false,"",0,00:00:09,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_33,Documentation,Clinical,10:12:01,10:14:06,00:02:05,00:02:05,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10175_10197_34,"",0,00:00:00,false,"",0,00:02:05,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_34,Direct Care,Patient Communication,10:14:06,10:15:07,00:01:01,00:01:01,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Observation Room,0,10175_10197_35,"",0,00:00:00,false,"",0,00:01:01,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_35,In Transit,0,10:15:07,10:17:33,00:02:26,00:02:26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10197_36,"",0,00:00:00,false,"",0,00:02:26,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_36,Medication Tasks,Administer,10:17:33,10:18:23,00:00:50,00:00:50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Observation Room,0,10175_10197_37,"",0,00:00:00,false,"",0,00:00:50,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_37,In Transit,0,10:18:23,10:18:36,00:00:13,00:00:13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10197_38,"",0,00:00:00,false,"",0,00:00:13,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_38,Social-Personal Activities,0,10:18:36,10:21:26,00:02:50,00:02:50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other,0,10175_10197_39,"",0,00:00:00,false,"",0,00:02:50,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_39,Inter-Professional Communication,0,10:21:26,10:23:11,00:01:45,00:01:45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Corridors,0,10175_10197_40,"",0,00:00:00,false,"",0,00:01:45,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_40,Direct Care,Patient Communication,10:23:11,10:24:01,00:00:50,00:00:50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Observation Room,0,10175_10197_41,"",0,00:00:00,false,"",0,00:00:50,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_41,Inter-Professional Communication,0,10:24:01,10:27:01,00:03:00,00:03:00,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Doctor/Nurse WorkStation,0,10175_10197_42,"",0,00:00:00,false,"",0,00:03:00,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_42,Direct Care,Patient Communication,10:27:01,10:27:24,00:00:23,00:00:23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Observation Room,0,10175_10197_43,"",0,00:00:00,false,"",0,00:00:23,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_43,Medication Tasks,Administer,10:27:24,10:28:16,00:00:52,00:00:52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Observation Room,0,10175_10197_44,"",0,00:00:00,false,"",0,00:00:52,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_44,In Transit,0,10:28:16,10:28:57,00:00:41,00:00:41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10197_45,"",0,00:00:00,false,"",0,00:00:41,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_45,Direct Care,Patient Communication,10:28:57,10:32:18,00:03:21,00:03:21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Observation Room,0,10175_10197_46,"",0,00:00:00,false,"",0,00:03:21,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_46,Medication Tasks,Administer,10:32:18,10:34:11,00:01:53,00:01:53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Observation Room,0,10175_10197_47,"",0,00:00:00,false,"",0,00:01:53,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_47,Direct Care,Patient Communication,10:34:11,10:37:33,00:03:22,00:03:22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Observation Room,0,10175_10197_48,"",0,00:00:00,false,"",0,00:03:22,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_48,In Transit,0,10:37:33,10:37:52,00:00:19,00:00:19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10197_49,"",0,00:00:00,false,"",0,00:00:19,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_49,Inter-Professional Communication,0,10:37:52,10:38:27,00:00:35,00:00:35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10175_10197_50,"",0,00:00:00,false,"",0,00:00:35,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_50,In Transit,0,10:38:27,10:38:40,00:00:13,00:00:13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10197_51,"",0,00:00:00,false,"",0,00:00:13,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_51,Direct Care,Procedure,10:38:40,10:40:14,00:01:34,00:01:34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Observation Room,0,10175_10197_52,"",0,00:00:00,false,"",0,00:01:34,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_52,Documentation,Clinical,10:40:14,10:40:46,00:00:32,00:00:32,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Doctor/Nurse WorkStation,0,10175_10197_53,"",0,00:00:00,false,"",0,00:00:32,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_53,Inter-Professional Communication,0,10:40:46,10:41:14,00:00:28,00:00:28,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Doctor/Nurse WorkStation,0,10175_10197_54,"",0,00:00:00,false,"",0,00:00:28,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_54,In Transit,0,10:41:14,10:41:25,00:00:11,00:00:11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10197_55,"",0,00:00:00,false,"",0,00:00:11,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_55,Medication Tasks,Prepare,10:41:25,10:56:14,00:14:49,00:14:49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Medication Room,0,10175_10197_56,"",0,00:00:00,false,"",0,00:14:49,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_56,Direct Care,Patient Communication,10:56:14,10:57:09,00:00:55,00:00:55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Observation Room,0,10175_10197_57,"",0,00:00:00,false,"",0,00:00:55,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_57,In Transit,0,10:57:09,10:57:21,00:00:12,00:00:12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10197_58,"",0,00:00:00,false,"",0,00:00:12,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_58,Direct Care,Other Direct Care,10:57:21,10:58:18,00:00:57,00:00:57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Observation Room,0,10175_10197_59,"",0,00:00:00,false,"",0,00:00:57,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_59,Inter-Professional Communication,0,10:58:18,10:58:54,00:00:36,00:00:36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10175_10197_60,"",0,00:00:00,false,"",0,00:00:36,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_60,Medication Tasks,Administer,10:58:54,11:00:50,00:01:56,00:01:56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Observation Room,0,10175_10197_61,"",0,00:00:00,false,"",0,00:01:56,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_61,Direct Care,Patient Communication,11:00:50,11:01:37,00:00:47,00:00:47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Observation Room,0,10175_10197_62,"",0,00:00:00,false,"",0,00:00:47,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_62,Medication Tasks,Administer,11:01:37,11:02:08,00:00:31,00:00:31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Observation Room,0,10175_10197_63,"",0,00:00:00,false,"",0,00:00:31,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_63,In Transit,0,11:02:08,11:03:13,00:01:05,00:01:05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10197_64,"",0,00:00:00,false,"",0,00:01:05,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_64,Direct Care,Patient Communication,11:03:13,11:03:41,00:00:28,00:00:28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Observation Room,0,10175_10197_65,"",0,00:00:00,false,"",0,00:00:28,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_65,Documentation,Administrative,11:03:41,11:04:37,00:00:56,00:00:56,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10175_10197_66,"",0,00:00:00,false,"",0,00:00:56,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_66,In Transit,0,11:04:37,11:11:15,00:06:38,00:06:38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10197_67,"",0,00:00:00,false,"",0,00:06:38,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_67,Documentation,Clinical,11:11:15,11:11:53,00:00:38,00:00:38,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10175_10197_68,"",0,00:00:00,false,"",0,00:00:38,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_68,Medication Tasks,Prepare,11:11:53,11:12:13,00:00:20,00:00:20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Doctor/Nurse WorkStation,0,10175_10197_69,"",0,00:00:00,false,"",0,00:00:20,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_69,Medication Tasks,Administer,11:12:13,11:13:19,00:01:06,00:01:06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Observation Room,0,10175_10197_70,"",0,00:00:00,false,"",0,00:01:06,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_70,Direct Care,Patient Communication,11:13:19,11:13:36,00:00:17,00:00:17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Observation Room,0,10175_10197_71,"",0,00:00:00,false,"",0,00:00:17,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_71,Indirect Care,"Request Tests (Lab, Img, etc)",11:13:36,11:14:55,00:01:19,00:01:19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Doctor/Nurse WorkStation,0,10175_10197_72,"",0,00:00:00,false,"",0,00:01:19,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_72,Direct Care,Other Direct Care,11:14:55,11:15:20,00:00:25,00:00:25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Corridors,0,10175_10197_73,"",0,00:00:00,false,"",0,00:00:25,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_73,Documentation,Administrative,11:15:20,11:15:58,00:00:38,00:00:38,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10175_10197_74,"",0,00:00:00,false,"",0,00:00:38,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_74,Inter-Professional Communication,0,11:15:58,11:16:13,00:00:15,00:00:15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Corridors,0,10175_10197_75,"",0,00:00:00,false,"",0,00:00:15,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_75,In Transit,0,11:16:13,11:16:38,00:00:25,00:00:25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10197_76,"",0,00:00:00,false,"",0,00:00:25,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_76,Medication Tasks,Prepare,11:16:38,11:18:34,00:01:56,00:01:56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Medication Room,0,10175_10197_77,"",0,00:00:00,false,"",0,00:01:56,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_77,Documentation,Administrative,11:18:34,11:18:55,00:00:21,00:00:21,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10175_10197_78,"",0,00:00:00,false,"",0,00:00:21,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_78,Inter-Professional Communication,0,11:18:55,11:19:51,00:00:56,00:00:56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10175_10197_79,"",0,00:00:00,false,"",0,00:00:56,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_79,Documentation,Administrative,11:19:51,11:20:48,00:00:57,00:00:57,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10175_10197_80,"",0,00:00:00,false,"",0,00:00:57,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_80,In Transit,0,11:20:48,11:23:34,00:02:46,00:02:46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10197_81,"",0,00:00:00,false,"",0,00:02:46,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_81,Direct Care,Patient Communication,11:23:34,11:24:48,00:01:14,00:01:14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Observation Room,0,10175_10197_82,"",0,00:00:00,false,"",0,00:01:14,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_82,In Transit,0,11:24:48,11:27:23,00:02:35,00:02:35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10197_83,"",0,00:00:00,false,"",0,00:02:35,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_83,Direct Care,Other Direct Care,11:27:23,11:29:51,00:02:28,00:02:28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Observation Room,0,10175_10197_84,"",0,00:00:00,false,"",0,00:02:28,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_84,In Transit,0,11:29:51,11:32:12,00:02:21,00:02:21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10175_10197_85,"",0,00:00:00,false,"",0,00:02:21,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_85,Documentation,Administrative,11:32:12,11:38:29,00:06:17,00:06:17,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10175_10197_86,"",0,00:00:00,false,"",0,00:06:17,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_86,Inter-Professional Communication,0,11:38:29,11:39:24,00:00:55,00:00:55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10175_10197_87,"",0,00:00:00,false,"",0,00:00:55,TRUE
01-Apr-2025,10175,10197,QEH,Vv5,08:46:59,12:47:08,10175_10197_87,Direct Care,Patient Communication,11:39:24,11:41:13,00:01:49,00:01:49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10175_10197_88,"",0,00:00:00,false,"",0,00:01:49,TRUE
