session date,observer id,session id,location id,participant id,session start,session end,observer/session/task id,What (DR-NURSE),What (DR-NURSE) (subcategories),start time,end time,elapsed time,total time,[With Whom] Doctor,[With Whom] Nurse,[With Whom] Clerks,[With Whom] Patient Relation Reps,[With Whom] Patient,[With Whom] Relative,[With Whom] Allied Health Professional,[With Whom] Other,[With Whom] No one,[How] Paper Based Record,[How] Desktop Computer,[How] Mobile Computer,[How] Phone,Where,Comments,ended by,multi with,num of multitask fragments,total overlapping time,is interrupting task?,interrupted by,num of interrupts,active 1,is session complete?
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_40,Professional Communication,0,08:19:23,08:19:33,00:00:10,00:00:10,1,1,0,0,0,0,0,0,0,0,0,0,0,Observation Room,0,10154_10180_41,"",0,00:00:00,false,"",0,00:00:10,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_41,Direct Care,Patient Communication,08:19:33,08:19:46,00:00:13,00:00:13,0,0,0,0,1,0,0,0,0,0,0,0,0,Observation Room,0,10154_10180_42,"",0,00:00:00,false,"",0,00:00:13,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_42,Professional Communication,0,08:19:46,08:19:52,00:00:06,00:00:06,0,1,0,0,0,0,0,0,0,0,0,0,0,Observation Room,0,10154_10180_43,"",0,00:00:00,false,"",0,00:00:06,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_43,Professional Communication,0,08:19:52,08:20:05,00:00:13,00:00:13,1,0,0,0,0,0,0,0,0,0,0,0,0,Observation Room,0,10154_10180_44,"",0,00:00:00,false,"",0,00:00:13,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_44,Documentation,0,08:20:05,08:20:34,00:00:29,00:00:29,0,0,0,0,0,0,0,0,1,1,0,0,0,Observation Room,0,10154_10180_45,"",0,00:00:00,false,"",0,00:00:29,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_45,Professional Communication,0,08:20:34,08:20:58,00:00:24,00:00:24,1,0,0,0,0,0,0,0,0,0,0,0,0,Observation Room,0,10154_10180_46,"",0,00:00:00,false,"",0,00:00:24,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_46,In Transit,0,08:20:58,08:21:10,00:00:12,00:00:12,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10154_10180_47,"",0,00:00:00,false,"",0,00:00:12,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_47,Professional Communication,0,08:21:10,08:21:42,00:00:32,00:00:32,1,0,0,0,0,0,0,0,0,0,0,0,0,Corridors,0,10154_10180_48,"",0,00:00:00,false,"",0,00:00:32,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_48,Documentation,0,08:21:42,08:21:48,00:00:06,00:00:06,0,0,0,0,0,0,0,0,1,1,0,0,0,Observation Room,0,10154_10180_49,"",0,00:00:00,false,"",0,00:00:06,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_49,In Transit,0,08:21:48,08:22:04,00:00:16,00:00:16,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10154_10180_50,"",0,00:00:00,false,"",0,00:00:16,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_50,Professional Communication,0,08:22:04,08:25:40,00:03:36,00:03:36,0,1,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10154_10180_51,"",0,00:00:00,false,"",0,00:03:36,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_51,Supervision-Education,0,08:25:40,08:26:41,00:01:01,00:01:01,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10154_10180_52,"",0,00:00:00,false,"",0,00:01:01,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_52,In Transit,0,08:26:41,08:27:38,00:00:57,00:00:57,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10154_10180_53,"",0,00:00:00,false,"",0,00:00:57,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_53,Documentation,0,08:27:38,08:27:47,00:00:09,00:00:09,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10154_10180_54,"",0,00:00:00,false,"",0,00:00:09,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_54,In Transit,0,08:27:47,08:27:52,00:00:05,00:00:05,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10154_10180_55,"",0,00:00:00,false,"",0,00:00:05,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_55,Documentation,0,08:27:52,08:28:27,00:00:35,00:00:35,0,0,0,0,0,0,0,0,1,1,0,0,0,Corridors,0,10154_10180_56,"",0,00:00:00,false,"",0,00:00:35,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_56,Documentation,0,08:28:27,08:28:50,00:00:23,00:00:23,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10154_10180_57,"",0,00:00:00,false,"",0,00:00:23,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_57,Social-Personal Activities,0,08:28:50,08:29:17,00:00:27,00:00:27,0,0,0,0,0,0,0,0,1,0,0,1,0,Doctor/Nurse WorkStation,0,10154_10180_58,"",0,00:00:00,false,"",0,00:00:27,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_58,Professional Communication,0,08:29:17,08:29:23,00:00:06,00:00:06,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10154_10180_59,"",0,00:00:00,false,"",0,00:00:06,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_59,Professional Communication,0,08:29:23,08:31:41,00:02:18,00:02:18,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10154_10180_60,"",0,00:00:00,false,"",0,00:02:18,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_60,Indirect Care,Other Indiret Care,08:31:41,08:32:42,00:01:01,00:01:01,0,0,0,0,0,0,0,0,1,0,0,1,0,Doctor/Nurse WorkStation,0,10154_10180_61,"",0,00:00:00,false,"",0,00:01:01,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_61,Documentation,0,08:32:42,08:33:17,00:00:35,00:00:35,0,0,0,0,0,0,0,0,1,1,0,0,0,Doctor/Nurse WorkStation,0,10154_10180_62,"",0,00:00:00,false,"",0,00:00:35,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_62,Indirect Care,Other Indiret Care,08:33:17,08:35:04,00:01:47,00:01:47,0,0,0,0,0,0,0,0,1,0,0,1,0,Doctor/Nurse WorkStation,0,10154_10180_63,"",0,00:00:00,false,"",0,00:01:47,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_63,Professional Communication,0,08:35:04,08:37:11,00:02:07,00:02:07,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10154_10180_64,"",0,00:00:00,false,"",0,00:02:07,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_64,Professional Communication,0,08:37:11,08:37:38,00:00:27,00:00:27,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10154_10180_65,"",0,00:00:00,false,"",0,00:00:27,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_65,Indirect Care,Check Medical Record,08:37:38,08:38:18,00:00:40,00:00:40,1,0,0,0,0,0,0,0,0,1,0,0,0,Doctor/Nurse WorkStation,0,10154_10180_66,"",0,00:00:00,false,"",0,00:00:40,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_66,Professional Communication,0,08:38:18,08:39:50,00:01:32,00:01:32,1,0,0,0,0,0,0,0,0,0,0,0,0,Doctor/Nurse WorkStation,0,10154_10180_67,"",0,00:00:00,false,"",0,00:01:32,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_67,Other,0,08:39:50,08:40:11,00:00:21,00:00:21,0,0,0,0,0,0,0,0,1,0,0,0,0,Doctor/Nurse WorkStation,0,10154_10180_68,"",0,00:00:00,false,"",0,00:00:21,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_68,Social-Personal Activities,0,08:40:11,08:40:26,00:00:15,00:00:15,0,0,0,0,0,0,0,0,1,0,0,1,0,Doctor/Nurse WorkStation,0,10154_10180_69,"",0,00:00:00,false,"",0,00:00:15,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_69,In Transit,0,08:40:26,08:40:36,00:00:10,00:00:10,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10154_10180_70,"",0,00:00:00,false,"",0,00:00:10,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_70,Social-Personal Activities,0,08:40:36,08:41:50,00:01:14,00:01:14,0,0,0,0,0,0,0,0,1,0,0,1,0,Corridors,0,10154_10180_71,"",0,00:00:00,false,"",0,00:01:14,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_71,Professional Communication,0,08:41:50,08:42:18,00:00:28,00:00:28,1,0,0,0,0,0,0,0,0,0,0,0,0,Corridors,0,10154_10180_72,"",0,00:00:00,false,"",0,00:00:28,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_72,Documentation,0,08:42:18,08:42:30,00:00:12,00:00:12,1,0,0,0,0,0,0,0,0,1,0,0,0,Corridors,0,10154_10180_73,"",0,00:00:00,false,"",0,00:00:12,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_73,In Transit,0,08:42:30,08:42:48,00:00:18,00:00:18,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridors,0,10154_10180_74,"",0,00:00:00,false,"",0,00:00:18,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_74,Professional Communication,0,08:42:48,08:43:29,00:00:41,00:00:41,1,0,0,0,0,0,0,0,0,0,0,0,0,Observation Room,0,10154_10180_75,"",0,00:00:00,false,"",0,00:00:41,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_75,Direct Care,Patient Communication,08:43:29,08:43:39,00:00:10,00:00:10,0,0,0,0,1,0,0,0,0,0,0,0,0,Observation Room,0,10154_10180_76,"",0,00:00:00,false,"",0,00:00:10,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_76,In Transit,0,08:43:39,08:43:55,00:00:16,00:00:16,1,1,0,0,0,0,0,0,0,0,0,0,0,Corridors,0,10154_10180_77,"",0,00:00:00,false,"",0,00:00:16,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_77,Documentation,0,08:43:55,08:45:31,00:01:36,00:01:36,1,0,0,0,1,0,0,0,0,1,0,0,0,Corridors,0,10154_10180_78,"",0,00:00:00,false,"",0,00:01:36,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_78,Professional Communication,0,08:45:31,08:46:23,00:00:52,00:00:52,1,0,0,0,0,0,0,0,0,0,0,0,0,Corridors,0,10154_10180_79,"",0,00:00:00,false,"",0,00:00:52,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_79,Documentation,0,08:46:23,08:46:40,00:00:17,00:00:17,1,0,0,0,1,0,0,0,0,0,0,0,0,Treatment Room,0,10154_10180_80,"",0,00:00:00,false,"",0,00:00:17,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_80,Documentation,0,08:46:40,08:47:26,00:00:46,00:00:46,1,0,0,0,0,0,0,0,0,1,0,0,0,Corridors,0,10154_10180_81,"",0,00:00:00,false,"",0,00:00:46,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_81,Professional Communication,0,08:47:26,08:47:42,00:00:16,00:00:16,1,0,0,0,0,0,0,0,0,0,0,0,0,Corridors,0,10154_10180_82,"",0,00:00:00,false,"",0,00:00:16,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_82,Documentation,0,08:47:42,08:48:43,00:01:01,00:01:01,1,0,0,0,0,0,0,0,0,0,0,0,0,Corridors,0,10154_10180_83,"",0,00:00:00,false,"",0,00:01:01,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_83,Direct Care,Patient Communication,08:48:43,08:49:00,00:00:17,00:00:17,0,0,0,0,1,0,0,0,0,0,0,0,0,Corridors,0,10154_10180_84,"",0,00:00:00,false,"",0,00:00:17,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_84,Documentation,0,08:49:00,08:49:26,00:00:26,00:00:26,0,0,0,0,1,0,0,0,0,1,0,0,0,Corridors,0,10154_10180_85,"",0,00:00:00,false,"",0,00:00:26,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_85,Direct Care,Patient Communication,08:49:26,08:49:42,00:00:16,00:00:16,0,0,0,0,1,0,0,0,0,0,0,0,0,Corridors,0,10154_10180_86,"",0,00:00:00,false,"",0,00:00:16,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_86,Documentation,0,08:49:42,08:49:54,00:00:12,00:00:12,0,0,0,0,1,0,0,0,0,1,0,0,0,Corridors,0,10154_10180_87,"",0,00:00:00,false,"",0,00:00:12,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_87,Direct Care,Patient Communication,08:49:54,08:50:00,00:00:06,00:00:06,0,0,0,0,1,0,0,0,0,0,0,0,0,Corridors,0,10154_10180_88,"",0,00:00:00,false,"",0,00:00:06,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_88,Documentation,0,08:50:00,08:50:38,00:00:38,00:00:38,0,0,0,0,1,0,0,0,0,1,0,0,0,Corridors,0,10154_10180_89,"",0,00:00:00,false,"",0,00:00:38,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_89,Documentation,0,08:50:38,08:51:09,00:00:31,00:00:31,1,0,0,0,0,0,0,0,0,1,0,0,0,Corridors,0,10154_10180_90,"",0,00:00:00,false,"",0,00:00:31,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_90,Professional Communication,0,08:51:09,08:51:41,00:00:32,00:00:32,1,0,0,0,0,0,0,0,0,0,0,0,0,Corridors,0,10154_10180_91,"",0,00:00:00,false,"",0,00:00:32,TRUE
26-Mar-2025,10154,10180,QEH,AT1,07:51:24,11:52:59,10154_10180_91,Documentation,0,08:51:41,08:53:59,00:02:18,00:02:18,1,0,0,0,0,0,0,0,0,1,0,0,0,Corridors,0,10154_10180_92,"",0,00:00:00,false,"",0,00:02:18,TRUE
